price_kr,weight_g,length_cm,width_cm,height_cm,year,freight_charge_kr,profit_kr,name_Aborre,name_Blåmusling,name_Canadisk_hummer,name_Dansk_10-armet_blæksprutte,name_Fjordreje,name_Fjæsing,name_Flodkrebs,name_Gedde,name_Havkat,name_Havtaske,name_Helleflynder,name_Helt,name_Hornfisk,name_Hvilling,name_Ising,name_Jomfruhummer,name_Knude,name_Knurhane,name_Kuller,name_Kulmule,name_Laks_vild,name_Lange,name_Levende_norsk_kongekrabbe,name_Line_blåmusling,name_Lyssej,name_Makrel,name_Multe,name_Mørksej,name_Nordsøreje,name_Norske_kammusling_i_skal,name_Pighvar,name_Rødspætte,name_Rødtunge,name_Sandart,name_Signalkrebs,name_Sild,name_Skrubbe,name_Skærising,name_Slethvar,name_Smelt,name_Sort_hummer,name_Stenbider,name_Torsk,name_Ørred,name_Østers,type_fish,type_shellfish,season_availability_Autumn,season_availability_Spring,season_availability_Summer,season_availability_Winter
89.84479938871458,1.155486874710576,34.36052511941757,12.081769699573774,9.611149405612348,2024,-0.5454177997677898,80.79584622510222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
111.064185027612,-0.6168388951004157,60.97939339132431,11.658715685798445,7.3997424263436,2024,0.555569581933312,97.32471151036154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
114.34375486652418,1.0214000765093427,35.488411415910015,10.836399437156382,10.37845292251157,2024,0.5402347855633064,100.66961195677013,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
97.22468450874806,-0.8752885955792921,49.73101561015072,9.934429757673628,6.51700350017455,2024,-1.0695425836384365,90.4086524552696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
99.44811402204284,-0.9124838333275016,58.0930634973311,10.915729379594058,9.626560812129188,2024,0.32683773011069006,86.68310344990051,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
62.6846525299402,-1.4666455885550993,33.54427927964605,13.268609749229922,8.608984403360289,2024,-0.36065348524694724,52.84855067389962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
92.0674892913634,-0.04837675120555581,49.41310580767483,14.053342269960146,5.041607963284466,2024,0.6602989666578594,77.88183871628372,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
95.03396106009188,-0.40595038215311846,40.60085994615164,5.075859653193709,9.070917494819266,2024,-0.30207102268079505,84.94828120016153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
128.18846286880785,1.3792444573740643,36.50560672783044,14.110305560831112,13.010897810713788,2024,-1.7312220096253672,124.19137394470475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
76.15458356219345,-0.21304623081667645,44.751677464953815,6.187144836723152,4.6895505756211335,2024,-1.0834195647607676,69.39767140734706,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
124.29224736664383,1.3787289447397897,52.30222175650788,9.73874582157055,7.473677455880347,2024,1.7362626761120588,105.52268442085817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
85.74071252719146,-0.7962462826003908,35.205070326007565,8.445242083416392,8.066886935946302,2024,-1.9765646797170024,82.78885337302695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
57.12644344733284,-1.5324569484338206,35.569559788715175,7.529395088122452,8.316187797153573,2024,1.7317631375031977,38.376049819722496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
110.84226054498932,-0.1547507145599004,34.03025713278926,15.639623648263024,5.255180524877386,2024,1.019561396720565,95.12604952161189,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
113.08760070951456,0.23314874356304385,54.10459145203504,11.933555474935874,9.373715822024511,2024,1.5778581800998912,94.99288610895232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
83.69759812087996,-1.1035153968389027,38.1547464234415,7.684684127821375,7.7723749231724835,2024,-0.3821555416987991,73.95310115978073,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
85.4055126155392,-0.9071301117209699,47.89056687375519,6.917789345421967,6.137996576735117,2024,0.6095192179789132,71.43619825710464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
